Date,Predicted_Sales,Lower_Bound,Upper_Bound,Actual_Sales
2005-05-01,41483.39192333436,14151.512296099416,70486.14802260626,33692.97
2005-05-03,39371.8504365104,11900.33322229901,68514.46334957365,52287.74
2005-05-05,43744.233665587264,15999.87397384813,73861.92997124126,31648.47
2005-05-06,40562.15794191661,13015.420952907318,69257.78841619934,48316.89
2005-05-09,34240.147568649154,6254.597775554225,60978.711554324305,14378.09
2005-05-10,43875.8677704364,16022.579372113789,72874.4391751238,41509.94
2005-05-13,44108.53460704082,16737.295018206725,73657.53369413539,31821.899999999998
2005-05-17,45857.289092572835,16635.053359605387,73421.80678524861,59475.1
2005-05-29,48128.06613399989,19709.520000264358,76453.2155578647,51233.18
2005-05-30,19108.82721680148,-10378.580031565503,47676.30828325122,14578.75
2005-05-31,43972.33372126511,14594.394454603515,73855.82027517381,78918.03
2005-06-01,39861.78154035184,12136.549395086186,69008.62500977909,
2005-06-02,46379.45966079049,18650.882476992552,74715.16212224631,
2005-06-03,42165.475958205694,12767.622207265647,69628.03711950214,
2005-06-04,24749.31150086989,-1583.4454425813133,53474.12496548078,
2005-06-05,46185.69364072614,17133.17462566157,72925.5276346431,
2005-06-06,32936.39120438836,5749.502602789412,62227.119131359876,
2005-06-07,41815.689018955425,14851.93914994622,69177.51170706263,
2005-06-08,37581.25361182063,8103.318308878155,66289.30792948107,
2005-06-09,44002.10118444445,15702.901682138712,73644.39758945463,
2005-06-10,39653.512902216666,12714.42032835215,67760.9200572376,
2005-06-11,22060.05828542367,-9239.222445164804,51203.07996022719,
2005-06-12,43442.28251350789,14754.753511488352,71594.21470911404,
2005-06-13,30037.145072044164,268.55294234261663,57607.599687704365,
2005-06-14,38840.86656245599,8925.653729725458,66837.94940448065,
2005-06-15,34506.77982543392,3890.402465227818,62850.441301772946,
2005-06-16,40883.53502639727,10737.99810727214,71988.88662285965,
2005-06-17,36485.494843666136,7890.867526517585,63398.122303644406,
2005-06-18,18835.150221269614,-10818.997489575238,48353.9119788532,
2005-06-19,40320.476977795675,11480.711627934015,68420.95494107544,
2005-06-20,26953.910966376876,-2646.9226904498846,54890.21386188297,
2005-06-21,35912.50217967414,8635.770114804429,66180.6877629731,
2005-06-22,31742.73098240522,3050.531544008299,59988.87837637258,
2005-06-23,38368.97603108189,9038.144617882645,67497.86147968576,
2005-06-24,34239.46106842716,6930.864360213056,64423.900664158245,
2005-06-25,16868.179263454367,-10831.051630595512,46296.77256457637,
2005-06-26,38803.077008700144,10016.05220521184,68689.114361349,
2005-06-27,25823.760965934765,-514.9713879290603,53980.35971739331,
2005-06-28,35279.18696096108,8828.100952350356,62277.295638073745,
2005-06-29,31599.69452679426,2591.3359530836256,59346.525675972756,
2005-06-30,38776.00928898946,8537.751274166094,65874.61206027046,
2005-07-01,35181.02349578879,6205.928753863928,65073.35613805898,
2005-07-02,18311.513217745724,-10666.610008829739,45785.44867734456,
2005-07-03,40867.42721734802,11156.174092819785,70666.43547176119,
2005-07-04,15790.508702106385,-13970.663755188121,42481.169984621185,
2005-07-05,38390.160127193514,11760.547411134092,68565.02841951307,
2005-07-06,35182.10341533709,4567.712055263517,64754.113763882466,
2005-07-07,42818.89111721353,13288.114873470658,69712.51269144175,
2005-07-08,39597.24869291841,9608.307008713206,67727.91844617434,
2005-07-09,22997.746183296185,-5221.189153532362,52298.387340007444,
2005-07-10,45875.222603294176,14884.946809994482,75375.48024806542,
2005-07-11,33534.46050408123,6270.932454129505,61172.10366465731,
2005-07-12,43663.34911668628,15828.807484172941,71420.95375769622,
2005-07-13,40459.64717191595,12102.02919834835,69801.99801902211,
2005-07-14,48051.2220094726,19024.92344858782,77065.27236251878,
2005-07-15,44669.53411331673,14993.820760300487,74819.63104480822,
2005-07-16,27790.841599337335,1103.0150612283398,56027.52306532315,
2005-07-17,50437.46597336279,23270.209160028302,79575.60648582074,
2005-07-18,37692.11987964756,10534.962085494219,67274.87346127881,
2005-07-19,47428.43347731403,16631.446315771725,74476.96370654283,
2005-07-20,43744.67383717614,16241.557881497978,73067.2384423936,
2005-07-21,50854.171906795185,21958.287977616383,80949.82042426059,
2005-07-22,46934.21709745315,18487.423654234477,76855.83065558385,
2005-07-23,29466.56398817358,-1878.8770884803632,56363.831396363275,
2005-07-24,51649.25771841742,23528.687356847804,80011.04306935064,
2005-07-25,38349.370326653014,11842.300545974631,66505.55543052284,
2005-07-26,47630.69000725237,19337.491821745498,73983.8283094511,
2005-07-27,43494.246941775455,13637.901594090932,72079.35992006455,
2005-07-28,50238.83283546231,23951.597700721657,79201.529774066,
2005-07-29,45985.268329265666,17349.1206738415,72978.08697420315,
2005-07-30,28216.234397585686,-97.82621927806522,57778.18281019367,
2005-07-31,50298.73960804667,21127.828876366042,75899.05693131722,
2005-08-01,36875.405473148465,9377.070420536777,65422.17961299344,
2005-08-02,46189.51406642339,16617.158657343025,74305.5191032069,
2005-08-03,42132.58618913916,13828.037920768616,71004.37162349002,
2005-08-04,49075.28379504013,19236.000516507218,77796.32372682403,
2005-08-05,45067.37773650106,16285.09588807559,73428.36550500891,
2005-08-06,27577.260309621677,-280.01589755454347,55874.03838521538,
2005-08-07,50125.43072613858,19662.389040142167,79391.63876510349,
2005-08-08,37114.71610303183,8365.321560961838,65946.61319649113,
2005-08-09,46953.064420622526,18312.875231067268,77581.85470692434,
2005-08-10,43408.552410286786,13547.458113647599,72121.18149280267,
2005-08-11,50911.02892423878,21105.884227966748,81435.44849293368,
2005-08-12,47428.11249952167,18663.246264694437,75713.870025376,
2005-08-13,30404.67745151954,2477.0581755432722,58573.648642670276,
2005-08-14,53507.605320736984,24690.852545865,82668.18430520456,
2005-08-15,40895.138228805736,12564.660130685847,68814.23388230636,
2005-08-16,51137.557797681045,22967.777040685836,78336.15162009098,
2005-08-17,47879.703646418966,19388.43583790599,77088.33976633135,
2005-08-18,55613.37678420071,26697.924153544438,84106.53120298302,
2005-08-19,52229.32377291409,22760.684461683177,81630.91977988971,
2005-08-20,35156.591960897495,6687.7702290559655,64868.1880379063,
2005-08-21,58218.38397538854,30774.232662116243,85784.55481060226,
2005-08-22,45340.326138510056,16134.19792894204,73078.89948087475,
2005-08-23,55268.76717160137,25949.282226140378,82205.30579420732,
2005-08-24,51540.49896551312,22279.145275481285,79562.3920145773,
2005-08-25,58725.57723512862,28670.394201501633,88315.85878725098,
2005-08-26,54654.92363399748,25952.930509875874,83059.9859309737,
2005-08-27,36759.16471889878,8183.698388542067,66838.7516196998,
2005-08-28,59035.196774764394,29802.256904698992,88166.23429855471,
2005-08-29,45192.97881687682,16737.711297438596,74960.15677335727,
